t_s,target_a,voltage_v,current_a,setpoint_echo_a,temp_c,runtime_s,fan,raw,flags
26.7303,1.15,12.922618865966797,1.1502554416656494,1.1500009298324585,35.39753341674805,7,0,DF 07 03 08 16 01 02 0C C3 4E 41 92 3B 93 3F 07 00 00 00 13 97 0D 42 3B 33 93 3F B9,
26.8203,1.15,12.922447204589844,1.1501829624176025,1.1500009298324585,35.39753341674805,7,0,DF 07 03 08 16 01 02 58 C2 4E 41 32 39 93 3F 07 00 00 00 13 97 0D 42 3B 33 93 3F D0,
26.9327,1.15,12.922285079956055,1.1502716541290283,1.1500009298324585,35.43597412109375,7,0,DF 07 03 08 16 01 02 AE C1 4E 41 1A 3C 93 3F 07 00 00 00 70 BE 0D 42 3B 33 93 3F 0C,
27.0453,1.15,12.922325134277344,1.1503245830535889,1.1500009298324585,35.43597412109375,8,0,DF 07 03 08 16 01 02 D8 C1 4E 41 D6 3D 93 3F 08 00 00 00 70 BE 0D 42 3B 33 93 3F 24,
27.1353,1.15,12.922195434570312,1.1501994132995605,1.1500009298324585,35.47373580932617,8,0,DF 07 03 08 16 01 02 50 C1 4E 41 BC 39 93 3F 08 00 00 00 1B E5 0D 42 3B 33 93 3F F8,
27.2255,1.15,12.92186164855957,1.150280237197876,1.1500009298324585,35.51361083984375,8,0,DF 07 03 08 16 01 02 F2 BF 4E 41 62 3C 93 3F 08 00 00 00 F0 0D 0E 42 3B 33 93 3F B1,
27.3376,1.15,12.921649932861328,1.1502926349639893,1.1500009298324585,35.51361083984375,8,0,DF 07 03 08 16 01 02 14 BF 4E 41 CA 3C 93 3F 08 00 00 00 F0 0D 0E 42 3B 33 93 3F 27,
27.4273,1.15,12.921649932861328,1.1501712799072266,1.1500009298324585,35.550453186035156,8,0,DF 07 03 08 16 01 02 14 BF 4E 41 D0 38 93 3F 08 00 00 00 AA 33 0E 42 3B 33 93 3F 45,
27.5407,1.15,12.921388626098633,1.150280237197876,1.1500009298324585,35.550453186035156,8,0,DF 07 03 08 16 01 02 02 BE 4E 41 62 3C 93 3F 08 00 00 00 AA 33 0E 42 3B 33 93 3F C2,
27.6301,1.15,12.921184539794922,1.1501953601837158,1.1500009298324585,35.589447021484375,8,0,DF 07 03 08 16 01 02 2C BD 4E 41 9A 39 93 3F 08 00 00 00 98 5B 0E 42 3B 33 93 3F 4E,
